GID_0,NAME_0,NAME_1,farm_sz,nm_slc0,farm_sz2,variable,value
SEN,Dakar,Dakar,N0_1,Senegal,Under 1 HA,Farms 2050,1713.775629631206
SEN,Diourbel,Diourbel,N0_1,Senegal,Under 1 HA,Farms 2050,6630.404337026955
SEN,Fatick,Fatick,N0_1,Senegal,Under 1 HA,Farms 2050,6145.21809842887
SEN,Kaffrine,Kaffrine,N0_1,Senegal,Under 1 HA,Farms 2050,1103.797633575472
SEN,Kaolack,Kaolack,N0_1,Senegal,Under 1 HA,Farms 2050,356.2694063532434
SEN,Kédougou,Kédougou,N0_1,Senegal,Under 1 HA,Farms 2050,2828.3137797763907
SEN,Kolda,Kolda,N0_1,Senegal,Under 1 HA,Farms 2050,3403.1185205054594
SEN,Louga,Louga,N0_1,Senegal,Under 1 HA,Farms 2050,6059.647819521966
SEN,Matam,Matam,N0_1,Senegal,Under 1 HA,Farms 2050,23386.26720656402
SEN,Saint-Louis,Saint-Louis,N0_1,Senegal,Under 1 HA,Farms 2050,23444.546448452875
SEN,Sédhiou,Sédhiou,N0_1,Senegal,Under 1 HA,Farms 2050,3366.984613531713
SEN,Tambacounda,Tambacounda,N0_1,Senegal,Under 1 HA,Farms 2050,4333.452602740558
SEN,Thiès,Thiès,N0_1,Senegal,Under 1 HA,Farms 2050,19444.424285465677
SEN,Ziguinchor,Ziguinchor,N0_1,Senegal,Under 1 HA,Farms 2050,13210.32077399944
SLE,Eastern,Eastern,N0_1,Sierra Leone,Under 1 HA,Farms 2050,28002.32154623124
SLE,Northern,Northern,N0_1,Sierra Leone,Under 1 HA,Farms 2050,62006.13004760201
SLE,Southern,Southern,N0_1,Sierra Leone,Under 1 HA,Farms 2050,6900.614574635457
SLE,Western,Western,N0_1,Sierra Leone,Under 1 HA,Farms 2050,0
SOM,Somalia,Somalia,N0_1,Somalia,Under 1 HA,Farms 2050,45453.89057862418
SSD,Central Equatoria,Central Equatoria,N0_1,South Sudan,Under 1 HA,Farms 2050,178370.80221653118
SSD,Eastern Equatoria,Eastern Equatoria,N0_1,South Sudan,Under 1 HA,Farms 2050,45109.65678379079
SSD,Jonglei,Jonglei,N0_1,South Sudan,Under 1 HA,Farms 2050,160617.04416529613
SSD,Lakes,Lakes,N0_1,South Sudan,Under 1 HA,Farms 2050,185508.68728968775
SSD,Northern Bahr Al Ghazal,Northern Bahr Al Ghazal,N0_1,South Sudan,Under 1 HA,Farms 2050,243926.7120975906
SSD,Unity,Unity,N0_1,South Sudan,Under 1 HA,Farms 2050,102508.21760665881
SSD,Upper Nile,Upper Nile,N0_1,South Sudan,Under 1 HA,Farms 2050,219217.35851385334
SSD,Warap,Warap,N0_1,South Sudan,Under 1 HA,Farms 2050,303554.9567639433
SSD,Western Bahr Al Ghazal,Western Bahr Al Ghazal,N0_1,South Sudan,Under 1 HA,Farms 2050,61799.5372726757
SSD,Western Equatoria,Western Equatoria,N0_1,South Sudan,Under 1 HA,Farms 2050,6337.626026320347
SWZ,Swaziland,Swaziland,N0_1,Swaziland,Under 1 HA,Farms 2050,18073.961826658804
TCD,Chad,Chad,N0_1,Chad,Under 1 HA,Farms 2050,188268.79904318476
TGO,Centre,Centre,N0_1,Togo,Under 1 HA,Farms 2050,16412.546374315538
TGO,Kara,Kara,N0_1,Togo,Under 1 HA,Farms 2050,30935.200921770713
TGO,Maritime,Maritime,N0_1,Togo,Under 1 HA,Farms 2050,73682.28588650152
TGO,Plateaux,Plateaux,N0_1,Togo,Under 1 HA,Farms 2050,38456.96189403214
TGO,Savanes,Savanes,N0_1,Togo,Under 1 HA,Farms 2050,16873.023682983017
TUN,Tunisia,Tunisia,N0_1,Tunisia,Under 1 HA,Farms 2050,45777.80219662614
TZA,Central,Central,N0_1,Tanzania,Under 1 HA,Farms 2050,181358.73452531005
TZA,Eastern,Eastern,N0_1,Tanzania,Under 1 HA,Farms 2050,290112.98902969563
TZA,Lakes,Lakes,N0_1,Tanzania,Under 1 HA,Farms 2050,653729.4454622497
TZA,Northern,Northern,N0_1,Tanzania,Under 1 HA,Farms 2050,548941.5803504679
TZA,Southern,Southern,N0_1,Tanzania,Under 1 HA,Farms 2050,165439.37438738413
TZA,Southern Highlands,Southern Highlands,N0_1,Tanzania,Under 1 HA,Farms 2050,422786.7980704676
TZA,Western,Western,N0_1,Tanzania,Under 1 HA,Farms 2050,282700.6856599694
TZA,Zanzibar,Zanzibar,N0_1,Tanzania,Under 1 HA,Farms 2050,105637.39808446386
UGA,Central,Central,N0_1,Uganda,Under 1 HA,Farms 2050,656637.4755651704
UGA,Eastern,Eastern,N0_1,Uganda,Under 1 HA,Farms 2050,857015.7226588081
UGA,Lake Victoria,Lake Victoria,N0_1,Uganda,Under 1 HA,Farms 2050,844366.7753521939
UGA,Mayuge,Mayuge,N0_1,Uganda,Under 1 HA,Farms 2050,830983.4402961797
UGA,North,North,N0_1,Uganda,Under 1 HA,Farms 2050,779800.1585578064
UGA,Western,Western,N0_1,Uganda,Under 1 HA,Farms 2050,1015791.6439396112
ZAF,South Africa,South Africa,N0_1,South Africa,Under 1 HA,Farms 2050,1757.6822617390374
ZMB,Central,Central,N0_1,Zambia,Under 1 HA,Farms 2050,9393.683133951157
ZMB,Copperbelt,Copperbelt,N0_1,Zambia,Under 1 HA,Farms 2050,24359.402523176017
ZMB,Eastern,Eastern,N0_1,Zambia,Under 1 HA,Farms 2050,9147.438247554237
ZMB,Luapula,Luapula,N0_1,Zambia,Under 1 HA,Farms 2050,20903.289287677926
ZMB,Lusaka,Lusaka,N0_1,Zambia,Under 1 HA,Farms 2050,6008.66265383143
ZMB,Muchinga,Muchinga,N0_1,Zambia,Under 1 HA,Farms 2050,12577.25613597254
ZMB,North-Western,North-Western,N0_1,Zambia,Under 1 HA,Farms 2050,5518.169539707247
ZMB,Northern,Northern,N0_1,Zambia,Under 1 HA,Farms 2050,15549.59984047816
ZMB,Southern,Southern,N0_1,Zambia,Under 1 HA,Farms 2050,14678.380010216979
ZMB,Western,Western,N0_1,Zambia,Under 1 HA,Farms 2050,8561.390521716572
ZWE,Zimbabwe,Zimbabwe,N0_1,Zimbabwe,Under 1 HA,Farms 2050,271499.68350969756
AGO,Angola,Angola,N1_2,Angola,1-2 HA,Farms 2050,506449.8960543955
BDI,Bubanza,Bubanza,N1_2,Burundi,1-2 HA,Farms 2050,6981.359700117617
BDI,Bujumbura Mairie,Bujumbura Mairie,N1_2,Burundi,1-2 HA,Farms 2050,1736.9812634623693
BDI,Bujumbura Rural,Bujumbura Rural,N1_2,Burundi,1-2 HA,Farms 2050,11718.216361416982
BDI,Bururi,Bururi,N1_2,Burundi,1-2 HA,Farms 2050,16198.076927416338
BDI,Cankuzo,Cankuzo,N1_2,Burundi,1-2 HA,Farms 2050,6289.325160034775
BDI,Cibitoke,Cibitoke,N1_2,Burundi,1-2 HA,Farms 2050,11970.031937275673
BDI,Gitega,Gitega,N1_2,Burundi,1-2 HA,Farms 2050,26651.946792348193
BDI,Karuzi,Karuzi,N1_2,Burundi,1-2 HA,Farms 2050,17803.898994446456
BDI,Kayanza,Kayanza,N1_2,Burundi,1-2 HA,Farms 2050,14896.583003912496
BDI,Kirundo,Kirundo,N1_2,Burundi,1-2 HA,Farms 2050,12260.102306981726
BDI,Makamba,Makamba,N1_2,Burundi,1-2 HA,Farms 2050,17676.842307875388
BDI,Muramvya,Muramvya,N1_2,Burundi,1-2 HA,Farms 2050,13840.559543445754
BDI,Muyinga,Muyinga,N1_2,Burundi,1-2 HA,Farms 2050,14485.636487862941
BDI,Mwaro,Mwaro,N1_2,Burundi,1-2 HA,Farms 2050,7731.034320576819
BDI,Ngozi,Ngozi,N1_2,Burundi,1-2 HA,Farms 2050,15625.906889866576
BDI,Rutana,Rutana,N1_2,Burundi,1-2 HA,Farms 2050,16816.568924067065
BDI,Ruyigi,Ruyigi,N1_2,Burundi,1-2 HA,Farms 2050,11291.50337862066
BEN,Alibori,Alibori,N1_2,Benin,1-2 HA,Farms 2050,21603.065470425565
BEN,Atakora,Atakora,N1_2,Benin,1-2 HA,Farms 2050,19789.222679653754
BEN,Atlantique,Atlantique,N1_2,Benin,1-2 HA,Farms 2050,7513.86152523166
BEN,Borgou,Borgou,N1_2,Benin,1-2 HA,Farms 2050,21016.918869804576
BEN,Collines,Collines,N1_2,Benin,1-2 HA,Farms 2050,19258.447972175138
BEN,Donga,Donga,N1_2,Benin,1-2 HA,Farms 2050,16199.796483636634
BEN,Kouffo,Kouffo,N1_2,Benin,1-2 HA,Farms 2050,23677.613118254998
BEN,Littoral,Littoral,N1_2,Benin,1-2 HA,Farms 2050,249.5660100527881
BEN,Mono,Mono,N1_2,Benin,1-2 HA,Farms 2050,13764.807372245486
BEN,Ouémé,Ouémé,N1_2,Benin,1-2 HA,Farms 2050,11262.229324233414
BEN,Plateau,Plateau,N1_2,Benin,1-2 HA,Farms 2050,20683.87180311779
BEN,Zou,Zou,N1_2,Benin,1-2 HA,Farms 2050,25073.175041727856
BFA,Boucle Du Mouhoun,Boucle Du Mouhoun,N1_2,Burkina Faso,1-2 HA,Farms 2050,17627.920657028124
BFA,Cascades,Cascades,N1_2,Burkina Faso,1-2 HA,Farms 2050,36378.07289620372
BFA,Centre,Centre,N1_2,Burkina Faso,1-2 HA,Farms 2050,13527.719223133101
BFA,Centre-Est,Centre-Est,N1_2,Burkina Faso,1-2 HA,Farms 2050,8815.939936174847
BFA,Centre-Nord,Centre-Nord,N1_2,Burkina Faso,1-2 HA,Farms 2050,60535.828450022
BFA,Centre-Ouest,Centre-Ouest,N1_2,Burkina Faso,1-2 HA,Farms 2050,24362.174988816114
BFA,Centre-Sud,Centre-Sud,N1_2,Burkina Faso,1-2 HA,Farms 2050,26943.010453428735
BFA,Est,Est,N1_2,Burkina Faso,1-2 HA,Farms 2050,29027.87572496677
BFA,Haut-Bassins,Haut-Bassins,N1_2,Burkina Faso,1-2 HA,Farms 2050,23424.863801169766
BFA,Nord,Nord,N1_2,Burkina Faso,1-2 HA,Farms 2050,34970.7755068814
BFA,Plateau-Central,Plateau-Central,N1_2,Burkina Faso,1-2 HA,Farms 2050,60732.25518647925
BFA,Sahel,Sahel,N1_2,Burkina Faso,1-2 HA,Farms 2050,7408.784085890664
BFA,Sud-Ouest,Sud-Ouest,N1_2,Burkina Faso,1-2 HA,Farms 2050,8727.152013778195
BWA,Botswana,Botswana,N1_2,Botswana,1-2 HA,Farms 2050,265.68549474050417
CAF,Central African Republic,Central African Republic,N1_2,Central African Republic,1-2 HA,Farms 2050,109775.69928460165
CIV,Centre,Centre,N1_2,Côte d'Ivoire,1-2 HA,Farms 2050,9832.169302568038
CIV,Centre-Est,Centre-Est,N1_2,Côte d'Ivoire,1-2 HA,Farms 2050,1703.8442070516944
CIV,Centre-Nord,Centre-Nord,N1_2,Côte d'Ivoire,1-2 HA,Farms 2050,11432.208705403136
CIV,Centre-Ouest,Centre-Ouest,N1_2,Côte d'Ivoire,1-2 HA,Farms 2050,25240.19551981074
CIV,Nord,Nord,N1_2,Côte d'Ivoire,1-2 HA,Farms 2050,7119.131277755429
CIV,Nord-Est,Nord-Est,N1_2,Côte d'Ivoire,1-2 HA,Farms 2050,4517.989240019958
CIV,Nord-Ouest,Nord-Ouest,N1_2,Côte d'Ivoire,1-2 HA,Farms 2050,2646.8285806650433
CIV,Ouest,Ouest,N1_2,Côte d'Ivoire,1-2 HA,Farms 2050,18097.992670521875
CIV,Sud,Sud,N1_2,Côte d'Ivoire,1-2 HA,Farms 2050,22928.144354468288
CIV,Sud-Ouest,Sud-Ouest,N1_2,Côte d'Ivoire,1-2 HA,Farms 2050,8576.364259644184
CIV,Ville D'abidjan,Ville D'abidjan,N1_2,Côte d'Ivoire,1-2 HA,Farms 2050,11549.625590438394
CMR,Adamaoua,Adamaoua,N1_2,Cameroon,1-2 HA,Farms 2050,35888.78938841361
CMR,Centre,Centre,N1_2,Cameroon,1-2 HA,Farms 2050,28450.972789145795
CMR,Douala,Douala,N1_2,Cameroon,1-2 HA,Farms 2050,2959.458646390736
CMR,Est,Est,N1_2,Cameroon,1-2 HA,Farms 2050,24069.118087425057
CMR,Extrme-Nord,Extrme-Nord,N1_2,Cameroon,1-2 HA,Farms 2050,105622.7725289264
CMR,Littoral,Littoral,N1_2,Cameroon,1-2 HA,Farms 2050,14409.008044687382
CMR,Nord,Nord,N1_2,Cameroon,1-2 HA,Farms 2050,42886.44240709986
CMR,Nord-Ouest,Nord-Ouest,N1_2,Cameroon,1-2 HA,Farms 2050,67241.69454714202
CMR,Ouest,Ouest,N1_2,Cameroon,1-2 HA,Farms 2050,46664.674861309424
CMR,Sud,Sud,N1_2,Cameroon,1-2 HA,Farms 2050,9348.876881022106
CMR,Sud-Ouest,Sud-Ouest,N1_2,Cameroon,1-2 HA,Farms 2050,15884.89651138517
CMR,Yaoundé,Yaoundé,N1_2,Cameroon,1-2 HA,Farms 2050,6535.666581901731
COD,Democratic Republic of the Congo,Democratic Republic of the Congo,N1_2,Democratic Republic of the Congo,1-2 HA,Farms 2050,2691332.452799072
COG,Republic of Congo,Republic of Congo,N1_2,Republic of Congo,1-2 HA,Farms 2050,8217.97401702143
DJI,Djibouti,Djibouti,N1_2,Djibouti,1-2 HA,Farms 2050,405.39224469506405
DZA,Adrar,Adrar,N1_2,Algeria,1-2 HA,Farms 2050,4837.264959185084
DZA,Aïn Defla,Aïn Defla,N1_2,Algeria,1-2 HA,Farms 2050,475.08416781277697
DZA,Aïn Témouchent,Aïn Témouchent,N1_2,Algeria,1-2 HA,Farms 2050,119.88933606421661
DZA,Alger,Alger,N1_2,Algeria,1-2 HA,Farms 2050,266.0821641648753
DZA,Annaba,Annaba,N1_2,Algeria,1-2 HA,Farms 2050,76.09261979676177
DZA,Batna,Batna,N1_2,Algeria,1-2 HA,Farms 2050,1222.8842711627647
DZA,Béchar,Béchar,N1_2,Algeria,1-2 HA,Farms 2050,424.143548788626
DZA,Béjaïa,Béjaïa,N1_2,Algeria,1-2 HA,Farms 2050,3323.7374503854517
DZA,Biskra,Biskra,N1_2,Algeria,1-2 HA,Farms 2050,2018.4652738556476
DZA,Blida,Blida,N1_2,Algeria,1-2 HA,Farms 2050,365.0779305264343
DZA,Bordj Bou Arréridj,Bordj Bou Arréridj,N1_2,Algeria,1-2 HA,Farms 2050,238.9527484934732
DZA,Bouira,Bouira,N1_2,Algeria,1-2 HA,Farms 2050,957.0933118482669
DZA,Boumerdès,Boumerdès,N1_2,Algeria,1-2 HA,Farms 2050,1679.2743375015282
DZA,Chlef,Chlef,N1_2,Algeria,1-2 HA,Farms 2050,370.8773680178661
DZA,Constantine,Constantine,N1_2,Algeria,1-2 HA,Farms 2050,44.9989798665419
DZA,Djelfa,Djelfa,N1_2,Algeria,1-2 HA,Farms 2050,171.15593295408218
DZA,El Bayadh,El Bayadh,N1_2,Algeria,1-2 HA,Farms 2050,160.11585842851048
DZA,El Oued,El Oued,N1_2,Algeria,1-2 HA,Farms 2050,5558.328086716577
DZA,El Tarf,El Tarf,N1_2,Algeria,1-2 HA,Farms 2050,139.0904621005912
DZA,Ghardaïa,Ghardaïa,N1_2,Algeria,1-2 HA,Farms 2050,1448.9978486417006
DZA,Guelma,Guelma,N1_2,Algeria,1-2 HA,Farms 2050,91.87474581720521
DZA,Illizi,Illizi,N1_2,Algeria,1-2 HA,Farms 2050,194.84725621217842
DZA,Jijel,Jijel,N1_2,Algeria,1-2 HA,Farms 2050,1863.7480589036866
DZA,Khenchela,Khenchela,N1_2,Algeria,1-2 HA,Farms 2050,299.8767297921826
DZA,Laghouat,Laghouat,N1_2,Algeria,1-2 HA,Farms 2050,118.10454529265624
DZA,M'sila,M'sila,N1_2,Algeria,1-2 HA,Farms 2050,222.911363358437
DZA,Mascara,Mascara,N1_2,Algeria,1-2 HA,Farms 2050,478.96044801544974
DZA,Médéa,Médéa,N1_2,Algeria,1-2 HA,Farms 2050,525.1165252155918
DZA,Mila,Mila,N1_2,Algeria,1-2 HA,Farms 2050,445.1165763509751
DZA,Mostaganem,Mostaganem,N1_2,Algeria,1-2 HA,Farms 2050,1983.272232031692
DZA,Naâma,Naâma,N1_2,Algeria,1-2 HA,Farms 2050,116.03061056630693
DZA,Oran,Oran,N1_2,Algeria,1-2 HA,Farms 2050,74.9505848648723
DZA,Ouargla,Ouargla,N1_2,Algeria,1-2 HA,Farms 2050,5569.662169426018
DZA,Oum El Bouaghi,Oum El Bouaghi,N1_2,Algeria,1-2 HA,Farms 2050,55.1460808257854
DZA,Relizane,Relizane,N1_2,Algeria,1-2 HA,Farms 2050,378.86364188978325
DZA,Saïda,Saïda,N1_2,Algeria,1-2 HA,Farms 2050,71.9251876957295
DZA,Sétif,Sétif,N1_2,Algeria,1-2 HA,Farms 2050,1601.3179737491987
DZA,Sidi Bel Abbès,Sidi Bel Abbès,N1_2,Algeria,1-2 HA,Farms 2050,247.97545861637536
DZA,Skikda,Skikda,N1_2,Algeria,1-2 HA,Farms 2050,1101.9775656072322
DZA,Souk Ahras,Souk Ahras,N1_2,Algeria,1-2 HA,Farms 2050,55.01060634977296
DZA,Tamanghasset,Tamanghasset,N1_2,Algeria,1-2 HA,Farms 2050,371.9863483062507
DZA,Tébessa,Tébessa,N1_2,Algeria,1-2 HA,Farms 2050,54.11447981440208
DZA,Tiaret,Tiaret,N1_2,Algeria,1-2 HA,Farms 2050,17.972696004624755
DZA,Tindouf,Tindouf,N1_2,Algeria,1-2 HA,Farms 2050,30.140624919495487
DZA,Tipaza,Tipaza,N1_2,Algeria,1-2 HA,Farms 2050,462.9161067655155
DZA,Tissemsilt,Tissemsilt,N1_2,Algeria,1-2 HA,Farms 2050,29.129547962218215
DZA,Tizi Ouzou,Tizi Ouzou,N1_2,Algeria,1-2 HA,Farms 2050,11015.320943131612
DZA,Tlemcen,Tlemcen,N1_2,Algeria,1-2 HA,Farms 2050,681.8464378360175
EGY,Egypt,Egypt,N1_2,Egypt,1-2 HA,Farms 2050,298211.9520445437
ERI,Eritrea,Eritrea,N1_2,Eritrea,1-2 HA,Farms 2050,159683.909769353
ESH,Western Sahara,Western Sahara,N1_2,Western Sahara,1-2 HA,Farms 2050,0
ETH,Addis Abeba,Addis Abeba,N1_2,Ethiopia,1-2 HA,Farms 2050,444632.84805529594
ETH,Afar,Afar,N1_2,Ethiopia,1-2 HA,Farms 2050,12098.363035519627
ETH,Amhara,Amhara,N1_2,Ethiopia,1-2 HA,Farms 2050,1551555.91177255
ETH,Benshangul-Gumaz,Benshangul-Gumaz,N1_2,Ethiopia,1-2 HA,Farms 2050,61028.10545680876
ETH,Dire Dawa,Dire Dawa,N1_2,Ethiopia,1-2 HA,Farms 2050,7880.642238979625
ETH,Gambela Peoples,Gambela Peoples,N1_2,Ethiopia,1-2 HA,Farms 2050,12612.73700908107
ETH,Harari People,Harari People,N1_2,Ethiopia,1-2 HA,Farms 2050,7421.792565534423
ETH,Oromia,Oromia,N1_2,Ethiopia,1-2 HA,Farms 2050,1919397.1687233436
ETH,Somali,Somali,N1_2,Ethiopia,1-2 HA,Farms 2050,84823.20809051875
ETH,"Southern Nations, Nationalities And Peoples","Southern Nations, Nationalities And Peoples",N1_2,Ethiopia,1-2 HA,Farms 2050,556416.8228179923
ETH,Tigray,Tigray,N1_2,Ethiopia,1-2 HA,Farms 2050,227250.5636662836
GAB,Gabon,Gabon,N1_2,Gabon,1-2 HA,Farms 2050,832.3059934576048
GHA,Ashanti,Ashanti,N1_2,Ghana,1-2 HA,Farms 2050,108529.28035148043
GHA,Brong Ahafo,Brong Ahafo,N1_2,Ghana,1-2 HA,Farms 2050,56789.491895186715
GHA,Central,Central,N1_2,Ghana,1-2 HA,Farms 2050,48857.32217138462
GHA,Eastern,Eastern,N1_2,Ghana,1-2 HA,Farms 2050,71550.22241350767
GHA,Greater Accra,Greater Accra,N1_2,Ghana,1-2 HA,Farms 2050,5769.75202925092
GHA,Northern,Northern,N1_2,Ghana,1-2 HA,Farms 2050,30849.845113918323
GHA,Upper East,Upper East,N1_2,Ghana,1-2 HA,Farms 2050,34449.00465380677
GHA,Upper West,Upper West,N1_2,Ghana,1-2 HA,Farms 2050,14928.05482372631
GHA,Volta,Volta,N1_2,Ghana,1-2 HA,Farms 2050,63924.001441917324
GHA,Western,Western,N1_2,Ghana,1-2 HA,Farms 2050,41796.541360383984
GIN,Guinea,Guinea,N1_2,Guinea,1-2 HA,Farms 2050,53341.67592352442
GMB,Banjul,Banjul,N1_2,Gambia,1-2 HA,Farms 2050,0
GMB,Lower River,Lower River,N1_2,Gambia,1-2 HA,Farms 2050,1430.8489860110494
GMB,Maccarthy Island,Maccarthy Island,N1_2,Gambia,1-2 HA,Farms 2050,2325.9537125488614
GMB,North Bank,North Bank,N1_2,Gambia,1-2 HA,Farms 2050,2317.2125660421066
GMB,Upper River,Upper River,N1_2,Gambia,1-2 HA,Farms 2050,2128.333552589744
GMB,Western,Western,N1_2,Gambia,1-2 HA,Farms 2050,4270.604723442392
GNB,Guinea-Bissau,Guinea-Bissau,N1_2,Guinea-Bissau,1-2 HA,Farms 2050,6606.426262720323
GNQ,Equatorial Guinea,Equatorial Guinea,N1_2,Equatorial Guinea,1-2 HA,Farms 2050,0
KEN,Baringo,Baringo,N1_2,Kenya,1-2 HA,Farms 2050,23524.038205862405
KEN,Bomet,Bomet,N1_2,Kenya,1-2 HA,Farms 2050,20706.590493394197
KEN,Bondo,Bondo,N1_2,Kenya,1-2 HA,Farms 2050,16883.5111258538
KEN,Bungoma,Bungoma,N1_2,Kenya,1-2 HA,Farms 2050,77211.76863613958
KEN,Buret,Buret,N1_2,Kenya,1-2 HA,Farms 2050,16969.24075624028
KEN,Busia,Busia,N1_2,Kenya,1-2 HA,Farms 2050,34111.70531643559
KEN,Butere/Mumias,Butere/Mumias,N1_2,Kenya,1-2 HA,Farms 2050,50078.44845006665
KEN,Embu,Embu,N1_2,Kenya,1-2 HA,Farms 2050,18086.702814636647
KEN,Garissa,Garissa,N1_2,Kenya,1-2 HA,Farms 2050,816.1099244820548
KEN,Gucha,Gucha,N1_2,Kenya,1-2 HA,Farms 2050,43335.30303404846
KEN,Homa Bay,Homa Bay,N1_2,Kenya,1-2 HA,Farms 2050,20660.810285784995
KEN,Isiolo,Isiolo,N1_2,Kenya,1-2 HA,Farms 2050,3907.821384495815
KEN,Kajiado,Kajiado,N1_2,Kenya,1-2 HA,Farms 2050,8505.242786013787
KEN,Kakamega,Kakamega,N1_2,Kenya,1-2 HA,Farms 2050,55378.211440836516
KEN,Keiyo,Keiyo,N1_2,Kenya,1-2 HA,Farms 2050,13488.24426843255
KEN,Kericho,Kericho,N1_2,Kenya,1-2 HA,Farms 2050,15304.194191668144
KEN,Kiambu,Kiambu,N1_2,Kenya,1-2 HA,Farms 2050,52027.58222535135
KEN,Kilifi,Kilifi,N1_2,Kenya,1-2 HA,Farms 2050,22378.269770257742
KEN,Kirinyaga,Kirinyaga,N1_2,Kenya,1-2 HA,Farms 2050,27449.273353790515
KEN,Kisii,Kisii,N1_2,Kenya,1-2 HA,Farms 2050,32265.969867775
KEN,Kisumu,Kisumu,N1_2,Kenya,1-2 HA,Farms 2050,26424.19588510542
KEN,Kitui,Kitui,N1_2,Kenya,1-2 HA,Farms 2050,17025.053526591335
KEN,Koibatek,Koibatek,N1_2,Kenya,1-2 HA,Farms 2050,9510.834592636198
KEN,Kuria,Kuria,N1_2,Kenya,1-2 HA,Farms 2050,12587.623503665633
KEN,Kwale,Kwale,N1_2,Kenya,1-2 HA,Farms 2050,10573.916560265963
KEN,Laikipia,Laikipia,N1_2,Kenya,1-2 HA,Farms 2050,17145.956865624066
KEN,Lamu,Lamu,N1_2,Kenya,1-2 HA,Farms 2050,1828.747783865366
KEN,Lugari,Lugari,N1_2,Kenya,1-2 HA,Farms 2050,17778.713122797333
KEN,Machakos,Machakos,N1_2,Kenya,1-2 HA,Farms 2050,48280.773545132586
KEN,Makueni,Makueni,N1_2,Kenya,1-2 HA,Farms 2050,43746.006814015156
KEN,Malindi,Malindi,N1_2,Kenya,1-2 HA,Farms 2050,8083.942812198885
KEN,Mandera,Mandera,N1_2,Kenya,1-2 HA,Farms 2050,3028.596411618209
KEN,Maragua,Maragua,N1_2,Kenya,1-2 HA,Farms 2050,34586.74531494516
KEN,Marakwet,Marakwet,N1_2,Kenya,1-2 HA,Farms 2050,8994.298175088443
KEN,Marsabit,Marsabit,N1_2,Kenya,1-2 HA,Farms 2050,1077.8828132152291
KEN,Mbeere,Mbeere,N1_2,Kenya,1-2 HA,Farms 2050,7339.449810836176
KEN,Meru Central,Meru Central,N1_2,Kenya,1-2 HA,Farms 2050,38157.80591913906
KEN,Meru South,Meru South,N1_2,Kenya,1-2 HA,Farms 2050,19757.93160336889
KEN,Migori,Migori,N1_2,Kenya,1-2 HA,Farms 2050,29035.712261108947
KEN,Mombasa,Mombasa,N1_2,Kenya,1-2 HA,Farms 2050,1975.2072185328745
KEN,Moyale,Moyale,N1_2,Kenya,1-2 HA,Farms 2050,1895.7139589151993
KEN,Mt. Elgon,Mt. Elgon,N1_2,Kenya,1-2 HA,Farms 2050,12956.380254132286
KEN,Muranga,Muranga,N1_2,Kenya,1-2 HA,Farms 2050,23905.983077124536
KEN,Mwingi,Mwingi,N1_2,Kenya,1-2 HA,Farms 2050,9062.133117600237
KEN,Nairobi,Nairobi,N1_2,Kenya,1-2 HA,Farms 2050,2555.654705201216
KEN,Nakuru,Nakuru,N1_2,Kenya,1-2 HA,Farms 2050,31494.54613434991
KEN,Nandi,Nandi,N1_2,Kenya,1-2 HA,Farms 2050,33879.83292145178
KEN,Narok,Narok,N1_2,Kenya,1-2 HA,Farms 2050,24739.355992266293
KEN,Nyambene,Nyambene,N1_2,Kenya,1-2 HA,Farms 2050,44617.91967476037
KEN,Nyamira,Nyamira,N1_2,Kenya,1-2 HA,Farms 2050,35282.04866230852
KEN,Nyandarua,Nyandarua,N1_2,Kenya,1-2 HA,Farms 2050,27094.196292065102
KEN,Nyando,Nyando,N1_2,Kenya,1-2 HA,Farms 2050,24964.340543372375
KEN,Nyeri,Nyeri,N1_2,Kenya,1-2 HA,Farms 2050,46716.563249380575
KEN,Rachuonyo,Rachuonyo,N1_2,Kenya,1-2 HA,Farms 2050,31784.97974333773
KEN,Samburu,Samburu,N1_2,Kenya,1-2 HA,Farms 2050,5107.500110696517
KEN,Siaya,Siaya,N1_2,Kenya,1-2 HA,Farms 2050,40748.365728545585
KEN,Suba,Suba,N1_2,Kenya,1-2 HA,Farms 2050,9396.45889851742
KEN,Taita Taveta,Taita Taveta,N1_2,Kenya,1-2 HA,Farms 2050,13314.889556628732
KEN,Tana River,Tana River,N1_2,Kenya,1-2 HA,Farms 2050,536.8729360047105
KEN,Teso,Teso,N1_2,Kenya,1-2 HA,Farms 2050,11589.058688667194
KEN,Tharaka,Tharaka,N1_2,Kenya,1-2 HA,Farms 2050,4134.085114839488
KEN,Thika,Thika,N1_2,Kenya,1-2 HA,Farms 2050,39699.44979006466
KEN,Trans Mara,Trans Mara,N1_2,Kenya,1-2 HA,Farms 2050,8759.888082546851
KEN,Trans Nzoia,Trans Nzoia,N1_2,Kenya,1-2 HA,Farms 2050,34421.47690215168
KEN,Turkana,Turkana,N1_2,Kenya,1-2 HA,Farms 2050,5263.925603207195
KEN,Uasin Gishu,Uasin Gishu,N1_2,Kenya,1-2 HA,Farms 2050,25094.47922296725
KEN,Vihiga,Vihiga,N1_2,Kenya,1-2 HA,Farms 2050,50989.86152492015
KEN,Wajir,Wajir,N1_2,Kenya,1-2 HA,Farms 2050,0
KEN,West Pokot,West Pokot,N1_2,Kenya,1-2 HA,Farms 2050,20720.373973926417
